dataset,representation,predictor,seed,variant,permutation_seed,best_step,path,sha256
CHEMBL235_EC50,unimol,xgboost,11,trained,,44,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL235_EC50--unimol--seed11.json,f75fd4fe8e8ae81fba4c826e365e4a66b32049ab3dda249a0be0740fa334b407
CHEMBL235_EC50,unimol,xgboost,11,label_permuted,20273913.0,11,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL235_EC50--unimol--seed11.json,09e3843a494008e211f421eb65b83467410843bf48f9cab231fc29456f8e6f64
CHEMBL235_EC50,unimol,xgboost,23,trained,,395,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL235_EC50--unimol--seed23.json,38240ccd55292e12c4075c15c3e98fc8c1cfe525c5646fd9d30226b76462e2bf
CHEMBL235_EC50,unimol,xgboost,23,label_permuted,20273925.0,5,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL235_EC50--unimol--seed23.json,a66491eb6c319b004c4cf99e68b85b6de1bd1bb1cfef8704f9c301d2098ca018
CHEMBL235_EC50,unimol,xgboost,42,trained,,48,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL235_EC50--unimol--seed42.json,9b0ca71831fdc01aa57272472148e7b7fbe9352792b0cbebd0886d69f0c8da00
CHEMBL235_EC50,unimol,xgboost,42,label_permuted,20273944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL235_EC50--unimol--seed42.json,f6e9bc1762d5f5f0870cf045b0c95af0f966acde787b2a807fee37fe57f559e8
CHEMBL235_EC50,unimol,mlp,11,trained,,14,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL235_EC50--unimol--seed11.pt,75c191a3d41e51968314af4e4e4f00a28bbed09c939a96871fff5caea0ff7a46
CHEMBL235_EC50,unimol,mlp,11,label_permuted,20273913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL235_EC50--unimol--seed11.pt,1b1b2cbc53be4ef61999f9373ece93a33fc353078855637e02dbecbcbe9888e5
CHEMBL235_EC50,unimol,mlp,23,trained,,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL235_EC50--unimol--seed23.pt,24760c73f24ab27dee6dbca60be2fd23426d24fb42895ed0826843206d01e95a
CHEMBL235_EC50,unimol,mlp,23,label_permuted,20273925.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL235_EC50--unimol--seed23.pt,da782995446f87c0b2388359c1b9a949b92f7cc5669cfd1efed6e80d52d931ab
CHEMBL235_EC50,unimol,mlp,42,trained,,79,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL235_EC50--unimol--seed42.pt,52d519ca1ebfd9dfc2607081be272f054064bfdbc81f45ce1e95fa9422dd8190
CHEMBL235_EC50,unimol,mlp,42,label_permuted,20273944.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL235_EC50--unimol--seed42.pt,48635ce343fc83942d10eda2d841182d77a0a42159c9918f067c6ed3e4bfd93a
CHEMBL236_Ki,unimol,xgboost,11,trained,,391,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL236_Ki--unimol--seed11.json,e0cf98a3278d4531f134d9feafab6595f6849f9f58a305763c723e64d4f8f69b
CHEMBL236_Ki,unimol,xgboost,11,label_permuted,20274913.0,8,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL236_Ki--unimol--seed11.json,c12a38cf0e3e44c3b10319c35a9ff3853642b25e3906b30c42f9e65f6ff551de
CHEMBL236_Ki,unimol,xgboost,23,trained,,225,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL236_Ki--unimol--seed23.json,ea1f44f9c4d7c1059fa3d8bf609de11ff56b4ae7cf02335ad1dfb23cfe0ab2ef
CHEMBL236_Ki,unimol,xgboost,23,label_permuted,20274925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL236_Ki--unimol--seed23.json,78a5b7d7d30ea4a542edcb6201935438bd313537e188207025a5470e34623ddd
CHEMBL236_Ki,unimol,xgboost,42,trained,,317,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL236_Ki--unimol--seed42.json,9f3d595ad26d5d332075df93a860bd594cf833c08d4023927f637a6ac71d70c2
CHEMBL236_Ki,unimol,xgboost,42,label_permuted,20274944.0,69,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL236_Ki--unimol--seed42.json,2c89322d13a4118e654e7f4261aeb799785b0db9ca680d8da222019bcb3e03f1
CHEMBL236_Ki,unimol,mlp,11,trained,,3,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL236_Ki--unimol--seed11.pt,432cb4f2fe9186da0abd31377769d97be49ad57884434fb4b9bde5cc0c74692c
CHEMBL236_Ki,unimol,mlp,11,label_permuted,20274913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL236_Ki--unimol--seed11.pt,abe4e0c0f3b9cb1f0f0e09d6c6a4136d0e469ece128f9c8ec4604282c18f5755
CHEMBL236_Ki,unimol,mlp,23,trained,,8,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL236_Ki--unimol--seed23.pt,84399cec51ae35b700e0410d5a04d252bcf61d46ec1618335f95b583b38ed140
CHEMBL236_Ki,unimol,mlp,23,label_permuted,20274925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL236_Ki--unimol--seed23.pt,21e804ab78a738d8b6444ada806ddb8da73c2b8c7f90f94cdf14becdb595fa07
CHEMBL236_Ki,unimol,mlp,42,trained,,7,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL236_Ki--unimol--seed42.pt,42021c854fd008ae853fbc429bfe44fea96ba7634182caa05e0694e951440304
CHEMBL236_Ki,unimol,mlp,42,label_permuted,20274944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL236_Ki--unimol--seed42.pt,7e360806f0e1f030f16f6947dd36a2e6cd5972340ae331dabf1cec48c30f28be
CHEMBL237_EC50,unimol,xgboost,11,trained,,6,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL237_EC50--unimol--seed11.json,0ca9bedc678bce486e67c95f07d2ef028eb1ecf7ebbe211ae91b52e8f4abb257
CHEMBL237_EC50,unimol,xgboost,11,label_permuted,20275913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL237_EC50--unimol--seed11.json,a2954d9b10e7a2dbe8d72067ca510500bfaddbf3e947d255771cb8b39d53a751
CHEMBL237_EC50,unimol,xgboost,23,trained,,13,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL237_EC50--unimol--seed23.json,99fc880d88a27a91946f4aacfc8918d38f4406b014d1ce84f78b69328f9c7c04
CHEMBL237_EC50,unimol,xgboost,23,label_permuted,20275925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL237_EC50--unimol--seed23.json,00d17ac82b008a3664926ffd735d14c5c4e19645e9beccc8a438e2c7a18fe64f
CHEMBL237_EC50,unimol,xgboost,42,trained,,3,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL237_EC50--unimol--seed42.json,e4b214d0102ea5ca95079f41efb9acc8345071965a018d61496e004415072d4d
CHEMBL237_EC50,unimol,xgboost,42,label_permuted,20275944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL237_EC50--unimol--seed42.json,056df7771ad046e3425ace1aca7d93f334261bf8fd61aed8b1b3a6cda7fd7fd3
CHEMBL237_EC50,unimol,mlp,11,trained,,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL237_EC50--unimol--seed11.pt,2afe474de24dc308709666216597a7a024ed9d5f48cca1a3e1f780b54d3b1ce4
CHEMBL237_EC50,unimol,mlp,11,label_permuted,20275913.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL237_EC50--unimol--seed11.pt,9a60df12c9a53f8cbb41aa4717bd6117ded0e33ec75d7e91fac2da6cae53fb81
CHEMBL237_EC50,unimol,mlp,23,trained,,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL237_EC50--unimol--seed23.pt,7b508b41e553d0413d0261ddef83493ef65760502dde9b0c1d26290b8316fe18
CHEMBL237_EC50,unimol,mlp,23,label_permuted,20275925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL237_EC50--unimol--seed23.pt,b2b6f3f23ef17027cff3c89df84f4e76ba4d556a5eb6895065524102f474db92
CHEMBL237_EC50,unimol,mlp,42,trained,,35,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL237_EC50--unimol--seed42.pt,45f7e3ad9be882129779831d102395697a31567dcb0348fbceef153e67bc1f0a
CHEMBL237_EC50,unimol,mlp,42,label_permuted,20275944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL237_EC50--unimol--seed42.pt,c63882d581c8b34fd5658eb14fd65bb3451b91ddb9629b79f7d36ce62049a4e5
CHEMBL237_Ki,unimol,xgboost,11,trained,,170,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL237_Ki--unimol--seed11.json,ecf9921cae1a8cda464e68798ab5cefbab351f83cd9b9dfda036524aef39b70a
CHEMBL237_Ki,unimol,xgboost,11,label_permuted,20276913.0,28,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL237_Ki--unimol--seed11.json,7c0a2c701961f51ccdd413916584db0720aeb360df80c7d866fb16fa10f8e64c
CHEMBL237_Ki,unimol,xgboost,23,trained,,262,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL237_Ki--unimol--seed23.json,13c83aafadc53ea3666e46fe6b9480e270220b8320353698b33facd61f416ba0
CHEMBL237_Ki,unimol,xgboost,23,label_permuted,20276925.0,72,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL237_Ki--unimol--seed23.json,40ad89d798b1bc817f33025008066c9650b4af21b33b98909d5035aef365308b
CHEMBL237_Ki,unimol,xgboost,42,trained,,224,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL237_Ki--unimol--seed42.json,5052f8ca54a88a9c57db9db9c9ead760db988063887f3ea4e56f775a31210296
CHEMBL237_Ki,unimol,xgboost,42,label_permuted,20276944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL237_Ki--unimol--seed42.json,962260c59036f55d833004b170386bf9e4eb354a83fc121fcae27b17a170da54
CHEMBL237_Ki,unimol,mlp,11,trained,,18,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL237_Ki--unimol--seed11.pt,43a506cba23485813fef21055a7856261f0201cbef02acdda6ea40f30cc1fad7
CHEMBL237_Ki,unimol,mlp,11,label_permuted,20276913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL237_Ki--unimol--seed11.pt,c34380e1ed8ed69b08f96c2235100d32975fa92922b3f5a1d5d0b64452feb6ab
CHEMBL237_Ki,unimol,mlp,23,trained,,8,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL237_Ki--unimol--seed23.pt,aba86d152e9d9ea6ca525a02fc888a17bcdc22ca1f587e8e926de7fbc98c5380
CHEMBL237_Ki,unimol,mlp,23,label_permuted,20276925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL237_Ki--unimol--seed23.pt,6397cdc543f87b47bf5f989fb2d4149fdd6ad7238f13bcd1f11b983f1799750e
CHEMBL237_Ki,unimol,mlp,42,trained,,20,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL237_Ki--unimol--seed42.pt,376f7da8aa7690d7488b87c5f9f22245780ed337371fc32d9612385d77a91086
CHEMBL237_Ki,unimol,mlp,42,label_permuted,20276944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL237_Ki--unimol--seed42.pt,5b12208a8fec6bac2978263527883bc3d6f68deee0a49e0b8a6a77eadd87e0c9
CHEMBL238_Ki,unimol,xgboost,11,trained,,296,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL238_Ki--unimol--seed11.json,64968c455134f4edc2c1285f89eb990498ac3e8a7538cbb5add859819f65cd8c
CHEMBL238_Ki,unimol,xgboost,11,label_permuted,20277913.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL238_Ki--unimol--seed11.json,b62d6b4e17a0a075884fe10a09e28cbf5893986ffee54cdf8856a57f94a7f027
CHEMBL238_Ki,unimol,xgboost,23,trained,,156,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL238_Ki--unimol--seed23.json,11d68f7666062b6ef76b290a3b52f8e736457ce1ff1c9a47d301200a9de2fe07
CHEMBL238_Ki,unimol,xgboost,23,label_permuted,20277925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL238_Ki--unimol--seed23.json,efa1013b1befaaaca1b21c8503c9a8c8edfe11b7b5e48d34c1495b07b8f75578
CHEMBL238_Ki,unimol,xgboost,42,trained,,236,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL238_Ki--unimol--seed42.json,275ebf41c2b3513be6533104b67268f89241afc783f1b074d41d0bde8bd5b0cb
CHEMBL238_Ki,unimol,xgboost,42,label_permuted,20277944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL238_Ki--unimol--seed42.json,8c313c5ce9b6c8ee8bc21e179887134d7f9ed53d5293b70e5b684181d07f05a1
CHEMBL238_Ki,unimol,mlp,11,trained,,25,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL238_Ki--unimol--seed11.pt,2342b4c37c53e5bc0d8bd92204107050f3e0d2f7627a35b67416432e20569b1a
CHEMBL238_Ki,unimol,mlp,11,label_permuted,20277913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL238_Ki--unimol--seed11.pt,94108c4521a984e8d69bcf1d61d3952573ea2f44d025c608d3de892a5a8f6724
CHEMBL238_Ki,unimol,mlp,23,trained,,3,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL238_Ki--unimol--seed23.pt,059e87dbcda6025f92dd1eb138a3b1b871db72cfb5c95d24488fd0be351777c3
CHEMBL238_Ki,unimol,mlp,23,label_permuted,20277925.0,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL238_Ki--unimol--seed23.pt,7c034528be0c9fde9cd0fe10f2ab0cc089c9ae0ee04e1ece850d8a542175b874
CHEMBL238_Ki,unimol,mlp,42,trained,,6,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL238_Ki--unimol--seed42.pt,b01eaaffaa5badd2b7ef52c96d516042c7d281b2cb04e36b0ab66da5308c5749
CHEMBL238_Ki,unimol,mlp,42,label_permuted,20277944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL238_Ki--unimol--seed42.pt,83798e821a584878c99fed79ecf4f6436a8a45fc04fd081d59730cc40f3b25ed
CHEMBL239_EC50,unimol,xgboost,11,trained,,247,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL239_EC50--unimol--seed11.json,63856f7aca1261717178b3ff455fad60a409cc9f4aaf87aa7e5ebdc2dda22ae6
CHEMBL239_EC50,unimol,xgboost,11,label_permuted,20278913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL239_EC50--unimol--seed11.json,07feee38a73b74c0f95f4eed76236eebb2be99436bf20e3b4fd7e81933880181
CHEMBL239_EC50,unimol,xgboost,23,trained,,209,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL239_EC50--unimol--seed23.json,3d5673d9988e9514fb36dc9611967058020dea77f60a01c6f18143ab2e3f21d7
CHEMBL239_EC50,unimol,xgboost,23,label_permuted,20278925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL239_EC50--unimol--seed23.json,0a43e950aaca0e7dc1352dcd468faa5de75c842cae09c4b998119725f61e3dd2
CHEMBL239_EC50,unimol,xgboost,42,trained,,72,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL239_EC50--unimol--seed42.json,0a7c8b5860ce62a9d15b3a75d8e61fe738f5f250ff7bcc4c124bb3ec84180245
CHEMBL239_EC50,unimol,xgboost,42,label_permuted,20278944.0,6,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL239_EC50--unimol--seed42.json,50dbbc895c40eea865b70f4e4ee9ab298e51f70d268684cb2c51a1d447e61b5e
CHEMBL239_EC50,unimol,mlp,11,trained,,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL239_EC50--unimol--seed11.pt,d4d165a8fc159cd21ce9c1963ffcec1fa94e45ff7543a27e4bea249bed6e47bf
CHEMBL239_EC50,unimol,mlp,11,label_permuted,20278913.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL239_EC50--unimol--seed11.pt,4cdc6afecb5a30e01a25b4e99f2e4cfc016b10c2f8d5726dac4ba01627160ea6
CHEMBL239_EC50,unimol,mlp,23,trained,,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL239_EC50--unimol--seed23.pt,501d3c0cc8df92c6c1e3c94be344863537e0ee42f429ba42499692ec70894938
CHEMBL239_EC50,unimol,mlp,23,label_permuted,20278925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL239_EC50--unimol--seed23.pt,96ac93a9b64fce2bbde7f910c92394e8927960b27788b108eb40c5d00b714f0a
CHEMBL239_EC50,unimol,mlp,42,trained,,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL239_EC50--unimol--seed42.pt,94bf7c8a8cc7673133d2b71ddffe355e45911f7326163dde6667f2521aefe3ab
CHEMBL239_EC50,unimol,mlp,42,label_permuted,20278944.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL239_EC50--unimol--seed42.pt,8d6fc2fdd3927471af46fbe908c51b285d9578fd12d556b3a83d679ec728793c
CHEMBL244_Ki,unimol,xgboost,11,trained,,573,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL244_Ki--unimol--seed11.json,27924b556d3f643b912d209a6cdb6247bd91666e517387044d519129cf98c9ab
CHEMBL244_Ki,unimol,xgboost,11,label_permuted,20279913.0,9,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL244_Ki--unimol--seed11.json,97653dd43823543056ce214415103ba78f5f31a75cd8b1a508b698dab700514b
CHEMBL244_Ki,unimol,xgboost,23,trained,,280,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL244_Ki--unimol--seed23.json,25026de698ebc08b26b03141d3a1aec999bc5f28c4cc3e2663bc0df75d50aabf
CHEMBL244_Ki,unimol,xgboost,23,label_permuted,20279925.0,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL244_Ki--unimol--seed23.json,4d194734d27eeedae7ab563a7991f1784ff08252271f51f767c4d8d29f41f652
CHEMBL244_Ki,unimol,xgboost,42,trained,,589,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL244_Ki--unimol--seed42.json,35f235c7241b1e2ababbea929aaf903044750877668bea37bbdb682e7130d7a6
CHEMBL244_Ki,unimol,xgboost,42,label_permuted,20279944.0,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL244_Ki--unimol--seed42.json,46b3530f5a60fe4a581f8eabb085b52b9d24a68d701b28e9d718f957455b36c5
CHEMBL244_Ki,unimol,mlp,11,trained,,47,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL244_Ki--unimol--seed11.pt,e40fd2fb82b9c93dcb91f3d4db564f86fb51082925a88eee50537f916cff87c1
CHEMBL244_Ki,unimol,mlp,11,label_permuted,20279913.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL244_Ki--unimol--seed11.pt,c98ec79114b27c23969e7c6af19e6776f100a61746135e571aefc2ed4d83d8b6
CHEMBL244_Ki,unimol,mlp,23,trained,,12,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL244_Ki--unimol--seed23.pt,9f91f2ab08ff6038dc6aa68e4f8c922006b47edd926550508e6a6a2bd7c22d49
CHEMBL244_Ki,unimol,mlp,23,label_permuted,20279925.0,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL244_Ki--unimol--seed23.pt,b0dd573e11b38cecfeac50bb9728e0e7c1b93c8b22e71062503ce9a9fea77b06
CHEMBL244_Ki,unimol,mlp,42,trained,,7,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL244_Ki--unimol--seed42.pt,586228e7af0e27766acee345a98a798307daf8eb4d47e72bfe0731bd0812e78a
CHEMBL244_Ki,unimol,mlp,42,label_permuted,20279944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL244_Ki--unimol--seed42.pt,85744ae96b5acd08837f47da7bfb4168666b32ee734ead47e3eca40859ed7be9
CHEMBL262_Ki,unimol,xgboost,11,trained,,129,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL262_Ki--unimol--seed11.json,b98d09cf60ac5556ff608609751e73b81169e3fcf24798e2da6231aad770b9b2
CHEMBL262_Ki,unimol,xgboost,11,label_permuted,20280913.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL262_Ki--unimol--seed11.json,ae5e2babef8f09f4472b291e4cfb2100be60e4ac5c82be66199ac1c7dae7e4a1
CHEMBL262_Ki,unimol,xgboost,23,trained,,38,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL262_Ki--unimol--seed23.json,ebb379a5ed35b8b3728a57abaab40fb62461b9703946979dcb5d3cc3643eac9a
CHEMBL262_Ki,unimol,xgboost,23,label_permuted,20280925.0,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL262_Ki--unimol--seed23.json,cbef20f011ed9a0f403318096fb60f926c8d90a77dea2d6974781cc339bb488e
CHEMBL262_Ki,unimol,xgboost,42,trained,,40,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL262_Ki--unimol--seed42.json,b213ac96c73664633938e365ca5c28c2559010c290410e28df4db26b6dab052d
CHEMBL262_Ki,unimol,xgboost,42,label_permuted,20280944.0,3,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL262_Ki--unimol--seed42.json,913313646e63c207c8d91bee6aaf721401c277cce6955d377f08af11295f8a66
CHEMBL262_Ki,unimol,mlp,11,trained,,3,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL262_Ki--unimol--seed11.pt,453bea6d8e477ad398362f023764f39411967ca50748e5b50937f7bacc8c0e81
CHEMBL262_Ki,unimol,mlp,11,label_permuted,20280913.0,6,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL262_Ki--unimol--seed11.pt,342f81764748e9d0a9094a266ae1d5c76cb0554c785901d8892c91b31257552a
CHEMBL262_Ki,unimol,mlp,23,trained,,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL262_Ki--unimol--seed23.pt,c6c5c6a10f053259b1ae085601c00274b3476cfa3d6a3c837a5509ed02074a02
